@relation bookkeeper
@attribute LOC numeric
@attribute LOC_TOUCHED numeric
@attribute CHURN numeric
@attribute AVERAGE_LOC_ADDED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVERAGE_CHURN numeric
@attribute MAX_CHURN numeric
@attribute NR numeric
@attribute AGE numeric
@attribute N_FIX numeric
@attribute Buggy {true,false}
@data
32,32,32,0,0,0,0,1,1.0,0,true
227,227,227,4,8,9,17,3,1.0,0,false
197,197,197,0,0,9,10,4,1.0,0,true
75,75,75,0,0,0,0,2,1.0,0,true
28,28,28,0,0,0,0,1,1.0,0,false
52,52,52,0,0,0,0,2,1.0,0,true
429,429,429,10,20,4,7,3,1.0,0,true
103,104,104,0,0,0,0,2,1.0,0,false
35,35,35,0,0,0,0,1,1.0,0,true
98,98,98,0,0,0,0,2,1.0,0,false
79,79,79,0,0,1,1,3,1.0,0,false
58,58,58,0,0,1,1,2,1.0,0,false
51,51,51,0,0,0,0,1,1.0,0,false
57,57,57,0,0,0,0,1,1.0,0,false
230,230,230,0,0,0,0,3,1.0,0,true
134,134,134,0,0,1,1,3,1.0,0,true
222,222,222,0,0,0,1,4,1.0,0,true
62,62,62,0,0,1,1,2,1.0,0,true
129,129,129,0,0,1,1,3,1.0,0,true
65,65,65,0,0,0,0,2,1.0,0,true
116,116,116,0,0,0,0,1,1.0,0,false
166,166,166,0,0,0,0,2,1.0,0,false
693,693,693,0,0,1,1,3,1.0,0,true
93,93,93,0,0,0,0,3,1.0,0,true
260,260,260,0,0,0,0,3,1.0,0,true
170,170,170,0,0,0,0,1,1.0,0,false
168,168,168,3,8,-35,-16,8,1.0,0,true
112,112,112,0,0,0,0,2,1.0,0,false
48,48,48,0,0,0,0,2,1.0,0,false
76,76,76,0,0,0,0,2,1.0,0,false
129,129,129,0,0,0,0,2,1.0,0,true
53,53,53,0,0,0,0,1,1.0,0,false
306,306,306,0,0,1,1,3,1.0,0,false
54,54,54,0,0,0,0,1,1.0,0,false
268,268,268,0,0,0,0,2,1.0,0,false
52,52,52,0,0,0,0,2,1.0,0,false
206,206,206,0,0,0,0,2,1.0,0,false
64,64,64,0,0,0,0,2,1.0,0,false
206,206,206,0,0,0,0,1,1.0,0,false
315,315,315,0,0,-2,1,4,1.0,0,false
47,47,47,0,0,0,0,1,1.0,0,false
92,92,92,0,0,0,0,2,1.0,0,false
