@relation avro
@attribute LOC numeric
@attribute LOC_TOUCHED numeric
@attribute CHURN numeric
@attribute AVERAGE_LOC_ADDED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVERAGE_CHURN numeric
@attribute MAX_CHURN numeric
@attribute NR numeric
@attribute AGE numeric
@attribute N_FIX numeric
@attribute Buggy {true,false}
@data
160,0,0,0,0,0,0,0,1.0,0,false
55,0,0,0,0,0,0,0,1.0,0,false
211,0,0,0,0,0,0,0,1.0,0,true
170,0,0,0,0,0,0,0,1.0,0,true
852,0,0,0,0,0,0,0,1.0,0,false
93,0,0,0,0,0,0,0,1.0,0,false
64,0,0,0,0,0,0,0,1.0,0,false
35,0,0,0,0,0,0,0,1.0,0,false
103,0,0,0,0,0,0,0,1.0,0,false
94,0,0,0,0,0,0,0,1.0,0,false
180,0,0,0,0,0,0,0,1.0,0,false
80,0,0,0,0,0,0,0,1.0,0,false
241,0,0,0,0,0,0,0,1.0,0,false
41,0,0,0,0,0,0,0,1.0,0,false
205,0,0,0,0,0,0,0,1.0,0,false
66,0,0,0,0,0,0,0,1.0,0,false
35,0,0,0,0,0,0,0,1.0,0,false
58,0,0,0,0,0,0,0,1.0,0,false
32,0,0,0,0,0,0,0,1.0,0,false
